,Streptococcus_lung,Fusobacterium_lung,Lactobacillus_lung,Prevotella_lung,Veillonella_lung,Pseudomonas_lung,Haemophilus_lung,Gemella_lung,Staphylococcus_lung,Neisseria_lung,Moraxella_lung,Porphyromonas_lung,Saccharibacteria_genera_incertae_sedis_lung,Oribacterium_lung,Granulicatella_lung,Capnocytophaga_lung,Leptotrichia_lung,Campylobacter_lung,Tannerella_lung,Candida_lung,Saccharomyces_lung,Debaryomyces_lung,Hanseniaspora_lung,Lodderomyces_lung,Curvularia_lung,Cryptococcus_lung,Bullera_lung,Aureobasidium_lung,Bacteroides_gut,Streptococcus_gut,Lactobacillus_gut,Blautia_gut,Anaerostipes_gut,Ruminococcus_gut,Clostridium_XVIII_gut,Lachnospiracea_incertae_sedis_gut,Alistipes_gut,Faecalibacterium_gut,Parabacteroides_gut,Ruminococcus2_gut,Coprococcus_gut,Eubacterium_gut,Erysipelotrichaceae_incertae_sedis_gut,Clostridium_XlVa_gut,Clostridium_XlVb_gut,Clostridium_IV_gut,Gemmiger_gut,Romboutsia_gut,Odoribacter_gut,Dorea_gut,Alkaliphilus_gut,Roseburia_gut,Fusicatenibacter_gut,Clostridium_sensu_stricto_gut,Anaerobranca_gut,Candida_gut,Saccharomyces_gut,Debaryomyces_gut,Curvularia_gut
291,0.021604898691972303,0.08122916132341627,3.526545268017441e-05,0.008918953577840474,0.00012823800974608876,0.0009778148243139268,0.0005578353423954861,0.004337650679661452,6.73249551166966e-05,0.0006924852526288794,0.083434855091049,0.0022634008720184666,0.023195050012823803,0.004757630161579893,0.00011220825852782767,0.004219030520646321,0.010467427545524495,0.0011958194408822778,0.0018049499871761992,0.17405849496264825,0.07553457610856008,2.9984236858337336e-05,4.283462408333905e-06,0.0001884723459666918,0.00011993694743334934,8.56692481666781e-06,5.5685011308340765e-05,0.0,0.08149666333917611,0.014087468460891511,0.0005796907791830096,0.023297674162690716,0.012073288634916648,0.0199649434457606,0.007801262350361179,0.010230068462463552,0.0021419083027440014,0.04415278683885777,0.0005266343349865986,0.004580539682290154,0.002957405500577727,0.0025290238400289267,0.0004283816605488003,0.0017980239422117077,0.00016899460003301294,0.004061765561258579,0.0006307821698906647,0.0020318653073736676,1.965053488755965e-06,0.005759571775543732,5.895160466267895e-06,0.0038515048379616904,0.002845397451718637,0.00199649434457606,0.0,0.0012626262626262632,0.24870915862535983,7.053778003498676e-06,2.116133401049603e-05
293,0.04309058664564801,0.019887963067222156,0.0,0.01370200427879743,0.0004855872086476747,0.10818742258754642,0.0014989866006080391,0.005165521900686859,0.0008937619637428215,0.004215459970724016,0.005876308974214614,0.008325357504785495,0.010232518860488682,0.0172348271591037,0.0001337124197725481,0.004525109784934128,0.0030683481589911035,0.0016608490034905974,0.0018156739105956532,0.24377279833246476,0.0008858780614903593,5.2110474205315254e-05,9.11933298593017e-05,0.0050547159979155805,0.00013027618551328813,0.0,1.3027618551328814e-05,0.0,0.06676496193649317,0.00913949637038443,0.0009098585464518787,0.0610194343167224,0.014448095515510139,0.028760366823546348,0.0019195397032159241,0.006197184020527454,0.008015264677196586,0.0012829660079465342,0.0030355892152306384,0.0031779591676430728,0.00023891969025534947,0.006175910349477321,0.00018000798580882494,0.0025168389288542977,2.2910107284759536e-05,0.0013222404775775506,0.0023630139227994837,0.01305712471607831,0.00013582420747393155,0.007633975034528803,1.636436234625681e-05,0.0023335580705762214,0.005588429741246702,0.0037310746149465533,1.3091489877005448e-05,0.1266977928692699,0.12319609507640066,0.0,0.00010611205432937179
30,0.010161688749157868,0.011031888614417243,0.00042106445093195575,0.0014596900965641137,0.00015439029867505048,0.00016842578037278233,0.00023860318886144161,0.0005754547496070063,0.001319335279586795,9.824837188412301e-05,0.22156411408039514,0.00014035481697731862,7.017740848865931e-05,0.0008421289018639115,5.614192679092744e-05,0.001417583651470918,0.00014035481697731862,5.614192679092744e-05,8.421289018639117e-05,0.22483209010668953,0.0016345210853219998,0.019554815893488654,0.003651668697435286,6.686677167226364e-05,0.0,0.0,0.0002600374453921364,0.0,0.10910220934082063,0.004698831304304373,0.02916429825164123,0.0018379941658910755,0.005407794219609852,0.0008557525938048509,0.010621950990986489,0.0017458602187478526,0.03393496280287083,0.0016459183099823225,0.019185723298332843,0.002503232496111635,0.01925911813758253,0.0016599726409024752,0.0001186810166590669,0.0015334836626211012,0.00031544164954120415,0.0005512420905348767,0.00011087305503675987,3.2793438813689543e-05,0.0041210421442536525,0.0005762275677262591,0.0005543652751837994,0.00015459764012167927,0.0001405433092015266,0.00014678967849937225,2.0300700217998288e-05,0.047872249042211414,0.19773824454103456,0.0034059477382445405,0.0009835586785094576
304,0.08453933287233692,0.008351443906615299,0.02875465112450196,0.014756001185419343,0.0006873785768382232,0.0031240738911389905,0.0011771872633277356,0.026515525700549904,0.0002140340478777701,0.0006379861042510455,3.292831505811848e-05,0.052817017353222036,0.008454344891171918,0.0071907208008166225,0.0006215219467219863,0.008828904474958016,0.002012743257927492,0.000757351246336725,0.0005268530409298956,0.01697792869269949,0.22644312393887947,0.003254102999434069,0.0001414827391058291,0.0024052065647990947,0.0006366723259762309,7.074136955291455e-05,7.074136955291455e-05,0.0,0.1168099130137321,0.001099545521184577,0.0008154962615452279,0.011234453648047696,0.009035362605678542,0.0021464044861457263,0.01227214973366564,0.008116020378243658,0.028052918682500122,0.00019471118604310217,0.004366875580315691,0.025786633191614134,6.032228900943166e-05,0.01228971191907345,0.003250531447001906,0.0025106289400381177,0.0003191736304549675,0.0015065300786785906,0.0019463482871524215,0.00016874969457068856,0.004771569417973904,0.0021288423007379174,8.399306064604408e-06,0.0004245467429018228,0.0006062771832087182,7.406660802423887e-05,3.817866393002004e-06,0.1715738051227885,0.06938209664642198,0.0,0.009044098230789542
317,0.1543850267379679,0.002398190045248868,0.03808720691073632,0.002990538872891813,0.00027972027972027967,0.00825174825174825,0.018770053475935824,0.00822706705059646,7.404360345536815e-05,0.002554504319210201,0.00013163307280954337,0.0057795146030440135,0.0001357466063348416,0.005734265734265734,9.049773755656107e-05,0.001591937474290415,0.00037844508432743716,8.638420403126284e-05,5.347593582887699e-05,0.24022578458282345,0.0024885082178643467,0.0009197559443103275,1.033433645292503e-05,0.006349416316677137,0.0,2.0668672905850056e-06,0.0,4.133734581170011e-06,0.11352146075409056,0.003561773772824282,0.00013398150343846334,0.028464548257054773,0.0005145838273654255,0.028303296182119984,0.004363291439411904,0.013779938344794875,0.0016504624140384154,0.012636945695992408,0.009937159117856293,0.007861038653070902,0.0004790135167180459,0.0036222433009248274,0.0009354991700260847,0.005669907517192316,0.0002904908702869338,0.0019338392221958734,0.0008110030827602559,1.6599478302110502e-05,0.00022764998814322972,0.0015816931467868148,0.0042020393644771155,0.0050557268200142275,0.0003130187336969409,0.00011501067109319418,1.7785155323689823e-05,0.19751717229536342,0.052268174012593004,0.0,0.0002146536920435031
322,0.09080271589562283,0.010229806552700829,0.00026616580623129305,0.018947992205861675,0.00025612181354331973,0.06226271067274662,0.001481488921476065,0.015276912878407423,4.5197967095879955e-05,0.02592856712400313,3.0131978063919964e-05,0.011234205821498162,0.0020590185010345313,0.0011500371627729455,0.0005072216307426529,0.008135634077258392,0.000934091319981519,0.0002209678391354131,0.00023101183182338642,0.037746291786584014,0.09143236661500996,0.0002767323444764224,0.10571175558999335,0.0004981182200575604,0.00011069293779056894,0.0006641576267434137,0.0,0.013559884879344695,0.15327113769448647,9.959670157553797e-05,3.683713619917158e-05,0.0033085205660367068,0.0018486785018473144,0.05119406894820427,0.010959730188442419,0.0013670670545025897,0.010167049590971356,0.0054014156375007515,0.0013438733020808892,0.0004461386495233002,0.00042976658899033507,0.00022238715557277655,7.367427239834317e-05,0.004850222932890925,0.00016508494370739857,0.0005198129219216434,0.0007108202948062367,3.13797826881832e-05,0.0011542302675740428,0.0002073794334175585,1.7736398910712244e-05,0.0017436244467607881,0.0003656426852362216,6.13952269986193e-05,2.728676755494191e-06,0.001322705951962407,0.2485443803219085,0.00012648241680029502,6.43130932882856e-06
361,0.018374979107471167,0.03050309209426709,0.008085408657863948,0.05240890857429383,0.0004282968410496406,0.056785893364532845,0.0001880327594852081,0.001378906902891526,3.133879324753468e-05,0.0008565936820992812,3.133879324753468e-05,0.01122973424703326,0.012305699481865285,0.02288776533511616,8.357011532675916e-05,0.011898295169647334,0.00045963563429717534,0.0006372221293665385,0.021425288316897877,0.08757992637085836,0.1597800813795776,4.8440224762642895e-05,7.266033714396434e-05,0.0011625653943034295,0.00021798101143189304,7.266033714396434e-05,0.0,0.0010656849447781439,0.08209916291049583,0.009497746297488733,0.0017707662588538316,0.021893110109465555,0.0259175788795879,0.0072440437862202195,0.008692852543464264,0.01915647134578236,0.004346426271732132,0.004185447520927238,0.0009658725048293627,0.005151320025756601,0.002253702511268513,0.0067611075338055385,0.00595621377978107,0.00981970379909852,0.01320025756600129,0.004024468770122345,0.0008048937540244688,0.0008048937540244688,0.0011268512556342565,0.0011268512556342565,0.002253702511268513,0.0016097875080489377,0.005634256278171282,0.0037025112685125567,0.0,0.1669914263445051,0.0828137178487919,2.4356975837879973e-05,0.00017049883086515981
376,0.012023600965193537,0.03419495587214492,0.0005206095263279675,0.02057647175486729,0.0003718639473771197,0.0292450335503917,0.0001983274386011305,0.001363501140382772,0.00013221829240075368,0.00034707301755197836,0.12416950385085777,0.006172941526460187,0.0008181006842296633,0.004478894655075531,4.9581859650282625e-05,0.005437477274980994,0.009420553333553698,0.00025617294152646024,0.0002231183684262718,0.10285641091328296,0.1352632253106187,0.010887664916100936,6.404508774177022e-05,0.000896631228384783,3.202254387088511e-05,0.0,0.0,0.0,0.12418744047529065,0.01057839120772801,0.0035242407292627254,0.0027759300972047957,0.004797880542411829,0.00026455426385886414,0.026389287819921694,0.017254607023537774,0.0001908570046410377,0.00012093909204976645,0.018150312174031357,0.001131914314653283,0.0001965260245808705,8.881464572404724e-05,0.008424163630591544,0.030132730653524623,7.747660584438164e-05,0.0007313035722384315,2.267607975933121e-05,6.424889265143843e-05,1.5117386506220807e-05,2.078640644605361e-05,9.448366566388004e-06,0.00014739451843565288,0.00013227713192943207,0.0005650123206700026,5.669019939832803e-06,0.1714417744916821,0.0622757420898119,0.016173752310536048,0.00010873110796999023
381,0.09872344270335852,0.019296796344580112,0.00029042001187495154,0.004840333531249193,0.0017876965175413683,0.00015489067299997417,0.036941425510493835,0.027151044221287134,4.517644629165913e-05,0.04642202545370059,2.5815112166662358e-05,0.002658956553166223,0.0009551591501665073,0.005337274440457443,0.0010648733768748224,0.0013036631644164492,0.001355293388749774,0.000722823140666546,0.0009228902599581793,0.0998189115113547,0.12208790133124507,0.00017129992169146434,4.8942834768989806e-05,0.002814212999216914,0.015588292873923253,0.00883418167580266,0.0,0.0006362568519968676,0.06951093899253087,0.01128281410042467,0.0001352268934642253,0.0406658917494332,0.012223648018782151,0.02299288764083737,0.007630249392917563,0.013636337480291397,0.013091114154515426,0.011712950708358748,0.0065340484054735234,0.003938842918138817,0.005751458724148646,0.0024067509868686055,0.00033087431379544486,0.0018226858938209939,7.049061467816e-05,0.0007466250819992864,0.0027246780449068373,0.0009293252465732929,0.0011033939073091575,0.000713537650619742,0.00021003326006145627,0.006557065749041902,0.011372006306752138,0.00032080422598427914,0.0015853195382720879,0.1810293365171414,0.059888282449258055,0.0,0.009082381033600546
386,0.015468144543570336,0.024328647382175366,2.478147247003695e-05,0.02306929800847076,0.00021176894656213394,0.002187528160764171,4.280436153915473e-05,0.0015882670992160045,4.505722267279446e-06,0.00022303325223033254,0.16019194376858614,0.007051455348292332,0.006168333783905561,0.003998828512210508,3.3792917004595844e-05,0.0037014508425700643,0.001234567901234568,0.00025006758583400926,0.00022078039109669283,0.23869765228426398,0.003727791878172589,0.000515545685279188,0.0003569162436548224,0.006305520304568529,0.00039657360406091376,0.0,0.0,0.0,0.14232259689836324,0.004014122598380273,0.010836463867339453,0.0033731967012692555,0.04143974926089759,0.0028378568623528277,0.0002093197294033091,0.006314787234830803,0.006338868265647113,0.0002760056608946288,0.0030175383999822172,0.00238031727684294,0.002076525811160261,0.0004964397122131579,0.003786278999118264,0.010056608946288187,7.780025340653967e-05,0.0002778580478804988,0.0001370766369543794,0.002515541526811449,0.0004167870718207482,0.0036603166840791044,0.0006038781573936174,0.00025377701706418894,0.0012281325716318047,0.0005723875786338275,0.00047976822934032797,0.15379746835443037,0.07778635381290522,0.018323556653288053,9.262117937635072e-05
390,0.10399525316455696,0.005872890295358649,0.09082278481012658,0.010627637130801688,0.006181434599156118,0.00024261603375527426,0.0008095991561181434,0.011437236286919832,0.0003718354430379747,0.008684071729957806,5.274261603375527e-06,0.0070912447257383965,0.0,0.00016613924050632912,0.002244198312236287,0.0,7.911392405063292e-06,0.0013581223628691982,8.175105485232068e-05,0.21130822502608862,0.033578408120671664,0.0010814913196091453,0.0,0.0036097144483445594,0.00019447870221041646,0.0002039654681719002,0.0,2.3716914903709326e-05,0.08313573611550219,0.0016524982143066248,0.030491446235992568,0.01543161087106709,0.04346406950738283,0.0001112399152234752,0.006356775681783589,0.011245477219236312,0.0039856090678095125,0.007876078734441053,0.00021369773187667601,0.021757649207854717,0.000122949379983841,0.0003351834287654712,0.0034557557874029597,0.0022935914099366525,0.00011563096450861237,0.00018296038688071575,0.00032054659781501397,0.0010377513143874197,4.391049285137178e-06,0.0009279750822589904,0.006744651701970706,0.00044349597779885504,0.00015807777426493842,0.00014344094331448116,0.007991709698949665,0.00024086325390198482,0.140526045346522,0.109217033849316,1.6057550260132322e-05
422,0.042780258417998665,0.007525507452706054,0.014188183524234775,0.013807998446903513,0.0010138268728833667,0.15515865312021399,1.887443646325417e-05,0.0003262581160076792,1.0785392264716668e-05,0.00034513255247093337,3.2356176794150005e-05,0.005616493021851205,0.0015746672706486334,0.0009598999115597833,0.0002992946353458875,0.004190124894842426,0.00023188593369140832,0.0011028063590672792,0.0008169934640522875,0.10746415895516785,0.14201042258656002,8.042119259267203e-06,1.3403532098778669e-05,0.000453039384938719,3.4849183456824545e-05,5.361412839511468e-06,1.0722825679022936e-05,0.0,0.11432042373293164,0.009832839302201276,0.04166869138442102,0.007005928373584723,0.017735312697409984,0.0025596481850430055,0.0008418776422566695,0.00975751980173964,0.00854390397978522,0.0011152145390932505,0.006430098644248992,0.004369745857427476,5.345254871470918e-05,0.0015659167112104574,0.00021745468681665778,0.00048350259973759663,0.00013363137178677294,0.020437096068808013,0.00015185383157587836,0.0009135526507604841,0.0005673259147674815,7.2889839156421605e-06,2.0652121094319456e-05,0.0011990378541231355,3.037076631517567e-05,3.2800427620389725e-05,4.859322610428107e-06,0.10031193240148466,0.1496683250414594,0.0,1.9742557055989896e-05
435,0.14423363511046536,0.04139190045080288,1.8628218024663765e-05,0.020900860623672742,0.000628702358332402,0.00047501955962892596,0.004573227525054954,0.002212100890428822,9.779814462948475e-05,0.008326813457024703,2.7942327036995644e-05,0.0011409783540106556,0.0005681606497522448,0.01607615215528483,0.0005914459222830745,0.00798684847807459,0.00017696807123430576,0.0003073655974069521,0.0002654521068514586,0.2323065274567626,0.010490555511277599,3.985016338566989e-05,9.962540846417472e-06,0.003965091256874154,0.0031581254483143387,2.9887622539252415e-05,0.0,0.0,0.11793494792647424,0.002095796456972349,3.802308906818084e-05,0.012635434622014287,0.003653837797123283,0.0024416255051638983,0.0074715370018975345,0.009420672972464045,0.028655829482741146,0.0071184654605501415,0.007167352289352088,0.020716246360647197,0.004862428842504746,0.005695315555426802,0.00019464200356330668,0.002457015803120067,0.0003820415139707694,0.005184719787939802,0.0012448035111606824,0.0057523501890290735,9.95842808928546e-06,0.0026281197039268807,1.2674363022726947e-05,0.0005594825962889467,0.001468415487347365,0.00019735793849674817,9.053116444804962e-07,0.1496362656607841,0.03596928465579956,0.0,0.06439444968341644
477,0.0018409425625920475,0.0002536409752904599,0.00036000654557355596,0.0013909343806251025,8.181966944853544e-05,0.2247913598429063,0.020168548519063988,0.0001309114711176567,4.090983472426772e-05,0.00012272950417280317,6.545573555882835e-05,0.00020454917362133863,4.090983472426772e-05,0.0001309114711176567,8.181966944853544e-06,8.181966944853544e-06,0.00032727867779414174,1.636393388970709e-05,1.636393388970709e-05,0.21160282632949057,0.0005662801311741439,5.0711653537983045e-05,1.690388451266101e-05,0.004107643936576626,0.03329220054768586,0.00036343351702221175,0.0,0.0,0.2430854775136485,4.131270350331726e-05,0.0015683526329963032,0.0006258109530687688,1.8361201557029892e-05,1.3770901167772419e-05,0.0002386956202413886,0.00021421401816534873,0.002206404387103092,1.3770901167772419e-05,0.0015607021323475409,7.344480622811957e-05,1.0710700908267436e-05,4.2842803633069745e-05,0.00011781770999094181,6.885450583886209e-05,3.060200259504982e-06,1.8361201557029892e-05,0.0,1.530100129752491e-06,3.060200259504982e-06,4.590300389257473e-06,3.060200259504982e-06,1.2240801038019928e-05,1.68311014272774e-05,3.6722403114059784e-05,0.0,0.09095124536301007,0.15902667373255608,0.0,2.2080904433845612e-05
77,0.0024174491636092294,0.0007501088240781048,0.00025651389838940377,0.00162458802313289,0.00024096760151731865,0.00018655556246502088,0.00013214352341272314,0.0001399166718487657,0.23893492320129353,0.0022969653628505697,7.773148436042537e-06,0.00017489583981095708,0.00012825694919470188,0.0004858217772526586,7.38449101424041e-05,0.0011154468005721042,0.0008433866053106153,0.00017878241402897836,1.1659722654063805e-05,0.015593220338983057,0.23118644067796618,0.0017514124293785318,0.00022598870056497183,0.0008474576271186444,0.0,0.00039548022598870065,0.0,0.0,0.03545054712895342,0.017867517489400728,0.0013888288703551657,0.0236845137778546,0.022500948292832827,0.04775314617153777,0.0015184689031973073,0.0070197677042670775,0.006755686155884937,0.007894837925951534,0.008899548180478131,0.00848902140981135,0.0024403535811858704,0.02059235892043463,0.002119854611103909,0.004184492171182461,0.0024967710028856913,0.008326971368758672,0.0015028640844292718,0.0016096970744565921,0.007725585660852071,0.0026912310521489038,0.004014039535408534,0.0008162520586357067,0.0002076641266823195,0.002014221991751053,3.481074955946396e-05,0.006582046338108666,0.2400484232607508,0.0021149848324027607,0.001254545568737792
96,0.09373415429192324,0.006976638898949658,0.09370699022093446,0.014831582759869616,0.00022636725823976824,0.0077100688156465065,0.0001312930097790656,0.008285041651575517,0.00019920318725099608,0.00017656646142701922,1.3582035494386096e-05,0.0056093806591814566,0.0021867077145961613,0.0024176023180007247,6.338283230713512e-05,0.012309851503078598,0.0008601955813111194,0.0005523361101050345,9.054690329590729e-06,0.24427493546892587,0.005290720762459462,0.00012409821960420944,2.8956251240982204e-05,0.00016132768548547227,4.136607320140314e-06,4.136607320140314e-06,0.0,0.0001116883976437885,0.13383954453249006,0.004544256709136928,0.0032940498734472003,0.018275082274641027,0.00016700066800267202,7.3541578569984e-05,0.006491576425021297,0.0010066003566766562,0.013260465885900241,0.002088274408143504,0.016520809202502866,0.00111844484075184,9.958755431352e-05,0.00010111967053372801,0.029897715921138913,0.013652687638273488,9.499120565289601e-05,0.00017159701666329602,1.532116220208e-06,0.000645020928707568,1.5321162202080002e-05,0.002272128354568464,9.192697321248e-06,0.00046423121472302404,0.001711373817972336,0.00018385394642496,0.0,0.005016747638733818,0.24395224156834344,0.0008298379552792781,0.00020117283764346138
